typeid,posx,posy,dir
7074,680,27,14
7079,731,137,8
7080,689,202,6
7081,562,64,0
7075,661,212,4
7075,700,216,8
7075,668,196,8
7075,676,212,14
7075,710,205,12
7075,682,181,6
7075,689,198,6
7076,718,135,8
7076,743,135,12
7076,731,99,8
7076,729,120,8
7076,714,98,1
7076,744,111,12
7076,685,99,12
7076,717,81,12
7078,553,214,8
7078,582,213,8
7078,597,200,8
7078,600,181,12
7078,580,192,6
7078,562,190,14
7078,544,198,8
7078,546,175,6
7078,564,169,10
7078,599,163,8
7076,686,86,12
7075,702,180,12
7075,675,161,0
7075,693,159,6
7077,635,143,4
7077,629,130,4
7077,580,119,14
7077,562,104,0
7077,542,130,4
7077,547,152,0
7077,581,97,8
7077,545,110,4
7077,563,85,2
7077,561,125,0
7078,582,172,8
7078,565,147,8
7077,607,147,4
7077,585,147,2
7075,680,140,6
7075,662,127,6
7076,662,106,8
7076,658,85,8
