2,48,517,4
2,33,519,8
2,21,523,12
2,10,527,4
2,13,517,4
2,21,505,6
2,17,498,10
2,82,507,12
2,85,497,14
2,69,490,6
2,22,515,4
2,76,481,8
2,40,490,0
2,29,496,8
2,0,523,14
2,12,504,6
2,8,496,8
2,-2,464,4
2,15,487,4
2,22,479,6
2,10,476,8
2,0,482,6
2,-8,509,6
2,-4,497,10
2,-8,486,8
2,1,490,6
2,-23,487,2
2,-39,487,12
2,-13,497,10
2,-16,483,12
2,64,482,0
2,-14,463,12
2,54,475,14
2,29,487,14
2,-22,466,2
2,36,500,6
2,64,462,8
2,63,472,6
2,47,467,4
2,-7,467,0
2,54,507,4
2,59,521,8
2,46,498,8
2,77,492,12
2,70,475,14
2,6,461,14
2,-31,483,6
2,32,508,10
2,43,509,6
5,-172,497,12
5,-187,510,14
5,-200,510,0
5,-169,543,2
5,-169,524,4
5,-209,537,6
5,-190,549,6
5,-188,537,8
5,-155,544,10
5,-177,561,12
5,-153,562,14
5,-199,520,0
5,-179,547,2
5,-161,532,4
5,-145,542,6
5,-142,562,8
5,-143,579,12
5,-128,561,14
5,-188,574,0
5,-208,557,2
5,-216,560,4
5,-226,561,6
5,-220,552,8
5,-221,535,10
5,-195,503,12
5,-180,581,14
5,-156,578,2
5,-154,601,4
5,-120,589,8
5,-126,579,10
5,-144,571,12
5,-139,611,14
5,-139,602,0
5,-119,598,2
5,-212,572,4
5,-174,576,6
5,-177,591,8
5,-145,594,10
5,-198,602,12
5,-201,609,14
5,-202,592,0
5,-206,577,2
5,-150,611,4
5,-142,620,6
5,-188,586,8
7,-188,616,10
7,-114,638,12
7,-179,621,14
7,-176,659,0
7,-189,626,2
7,-173,630,4
7,-142,650,6
7,-182,630,8
7,-165,661,10
7,-129,664,12
7,-132,648,14
7,-119,636,0
7,-110,646,2
7,-137,664,4
7,-184,663,6
7,-124,659,8
7,-153,710,10
7,-145,705,12
7,-161,704,14
7,-175,668,0
7,-190,675,2
7,-188,647,4
7,-178,651,6
7,-180,640,8
7,-130,677,10
7,-186,683,12
7,-136,672,14
7,-121,671,0
7,-174,677,2
7,-136,713,4
7,-114,696,6
7,-109,705,8
7,-115,715,10
7,-127,722,12
7,-98,673,14
7,-172,704,0
7,-172,693,2
7,-124,707,4
7,-135,701,6
7,-111,686,8
7,-101,659,10
7,-192,695,12
7,-195,688,14
7,-142,688,0
7,-118,702,2
7,-161,678,4
7,-144,715,8
7,-164,670,8
typeid,posx,posy,dir
4374,142,515,12
4512,140,519,2
2016,300,589,8
2016,255,576,0
2016,238,611,8
2016,190,591,0
2017,129,571,8
2017,111,603,0
2017,167,601,8
2017,217,600,0
2017,292,600,8
2001,201,457,8
2001,171,483,0
2001,121,423,8
2002,134,463,8
2002,143,407,0
2002,214,422,8
2003,187,434,8
2003,191,489,0
2003,102,382,8
2016,223,435,8
2016,144,451,0
2016,140,483,8
2017,203,398,8
2017,184,465,0
2017,102,418,8
2002,122,302,8
2002,78,339,8
2003,75,293,8
2016,106,363,8
2017,126,329,8
2001,84,178,8
2001,127,100,0
2001,164,186,8
2002,96,151,8
2002,171,130,0
2002,126,211,8
2003,98,76,8
2003,127,171,0
2003,76,204,8
2016,157,163,8
2016,104,198,0
2016,108,124,8
2017,162,105,8
2017,153,205,0
2017,87,219,8
2016,190,121,8
2017,240,144,8
2001,226,107,8
2002,214,74,8
2003,241,82,8
2053,163,518,14
4695,178,539,8
225,189,536,8
226,366,490,0
226,387,493,0
226,377,488,0
226,397,496,0
226,393,484,0
226,408,489,0
226,427,482,0
226,424,470,0
226,419,495,0
226,434,487,0
226,359,469,0
226,373,468,0
226,378,459,0
226,353,486,8
226,360,485,8
226,408,466,8
226,418,458,8
226,420,505,8
226,408,500,8
226,370,453,8
226,387,453,8
226,415,472,8
226,379,497,8
226,365,460,8
226,362,447,8
226,360,436,8
226,351,436,8
226,344,485,8
226,427,511,8
226,439,477,8
226,352,449,8
226,343,444,8
226,355,459,8
226,339,453,8
226,344,459,8
226,347,425,8
226,338,477,8
227,456,543,6
227,451,533,4
227,468,540,0
227,476,536,12
227,486,530,10
227,490,514,6
227,477,509,0
227,461,515,14
227,466,528,12
227,455,522,10
227,478,462,8
227,474,486,6
227,445,522,4
227,459,457,2
227,434,514,0
227,439,507,14
227,465,507,8
227,476,523,4
227,451,509,0
227,444,499,14
227,454,495,12
227,478,446,10
227,487,455,8
227,481,500,6
227,485,488,4
227,462,488,2
227,465,475,0
227,486,480,12
227,451,476,12
227,476,473,8
227,489,467,6
227,450,462,4
227,469,496,2
227,451,449,2
228,455,438,0
228,486,429,2
228,475,434,6
228,442,422,10
228,449,418,12
228,434,414,14
228,458,426,4
228,475,418,6
228,487,416,10
228,479,405,12
228,462,411,0
228,451,405,2
228,439,404,4
228,423,407,6
228,398,413,12
228,400,400,14
228,410,403,0
228,430,395,2
228,451,394,6
228,463,399,10
228,405,390,14
228,418,392,2
228,442,392,6
228,453,383,8
228,468,387,10
228,401,381,10
228,411,380,12
228,426,381,0
228,439,380,2
228,482,391,2
228,484,377,4
415,184,536,8
232,189,516,0
109,173,516,0
125,96,100,8
125,119,65,6
125,110,69,4
125,86,73,2
125,62,78,0
125,67,57,14
125,134,116,12
125,56,56,10
125,72,107,8
125,86,87,6
125,94,58,4
125,108,85,2
125,117,96,0
125,117,79,14
125,150,99,12
125,110,111,10
125,163,81,8
125,165,100,4
125,134,73,2
125,174,113,0
125,117,149,0
125,188,108,14
125,198,129,12
125,203,96,10
125,89,212,8
125,141,92,6
125,198,104,4
125,206,66,2
125,86,200,0
125,182,121,14
125,103,166,12
125,214,113,10
125,221,150,8
125,223,95,6
125,232,98,4
125,254,125,2
125,253,100,0
125,242,76,14
125,146,81,12
125,74,179,10
125,225,50,8
125,273,137,6
125,97,186,4
125,155,73,2
125,218,68,0
125,214,57,14
125,228,79,12
125,243,45,10
125,236,56,8
125,236,39,6
125,154,128,4
125,74,137,2
125,249,146,0
125,93,143,14
125,244,98,8
125,99,136,6
125,247,64,4
125,238,111,2
125,99,207,0
125,157,89,14
125,70,199,8
125,188,154,8
125,206,118,8
125,100,125,8
125,79,159,8
125,153,168,8
125,177,161,8
125,169,181,8
125,125,168,8
126,241,186,0
126,210,205,2
126,193,217,4
126,249,222,2
126,243,201,6
126,218,194,8
126,213,189,10
126,192,174,6
126,225,188,10
126,229,200,4
126,251,194,8
126,208,176,10
126,227,232,10
126,213,216,12
126,229,218,14
126,202,227,0
108,128,539,8
210,155,207,6
210,79,223,8
210,65,215,6
210,61,204,8
210,77,211,6
210,173,195,4
210,183,134,2
210,163,138,0
210,150,107,0
210,66,187,0
210,79,189,14
210,96,196,12
210,105,185,10
210,82,170,8
210,70,169,6
210,88,183,0
210,95,168,14
210,139,190,12
210,107,145,10
210,89,153,10
210,204,80,10
210,166,120,8
210,204,148,8
210,141,169,6
210,131,127,4
210,237,86,4
210,184,102,2
210,84,144,2
210,69,157,0
210,65,136,14
210,73,147,12
210,91,125,10
210,79,126,8
210,118,121,6
210,98,113,4
210,237,68,2
210,110,134,0
210,264,167,14
210,146,122,12
210,176,105,8
210,122,109,6
210,109,174,6
210,101,156,4
210,55,144,2
210,69,120,14
210,55,134,10
210,123,139,10
210,116,159,10
210,172,171,8
210,105,97,6
210,83,114,4
210,73,88,2
210,139,103,0
210,75,73,8
210,189,97,8
210,213,98,8
210,194,85,8
210,236,127,8
210,217,84,8
210,98,87,8
210,194,117,8
210,83,100,8
210,108,56,8
210,81,55,8
210,129,88,8
210,97,71,8
210,170,92,8
210,236,47,8
210,245,54,8
210,237,150,8
210,265,130,8
210,224,116,8
210,272,174,8
210,225,60,8
333,111,518,0
127,111,539,8
212,115,220,10
216,33,457,8
