2077,706,-824,12
typeid,posx,posy,dir
2916,615,-1140,8
2923,667,-1230,14
2922,650,-1233,12
2922,660,-1214,12
2922,561,-1210,4
2922,577,-1225,12
2922,551,-1172,4
2922,549,-1139,6
2922,581,-1103,4
2922,597,-1099,12
2922,661,-1094,4
2922,668,-1140,12
2921,645,-1197,12
2921,639,-1212,12
2921,579,-1211,4
2921,573,-1152,12
2921,586,-1131,4
2921,621,-1103,12
2921,648,-1140,4
2921,682,-1158,12
2921,636,-1089,4
2921,629,-1163,12
2920,675,-1214,12
2920,662,-1243,14
2920,589,-1236,2
2920,593,-1196,4
2920,625,-1118,12
2920,670,-1105,12
2920,565,-1123,4
2920,613,-1206,10
2920,567,-1186,4
2920,593,-1146,4
2922,654,-1222,12
2922,665,-1203,12
2922,649,-1208,12
2921,640,-1186,0
2921,630,-1202,4
2920,596,-1208,14
2920,623,-1210,14
2922,550,-1224,2
2922,564,-1232,14
2922,605,-1241,14
2922,626,-1240,12
2922,543,-1203,4
2920,550,-1189,8
2920,578,-1199,8
2920,566,-1172,8
2921,550,-1155,4
2922,567,-1137,12
2922,543,-1116,4
2920,560,-1106,8
2920,577,-1117,8
2921,596,-1118,8
2921,640,-1123,2
2920,611,-1164,2
2920,662,-1118,0
2920,640,-1108,14
2920,650,-1098,0
2922,622,-1084,10
2922,634,-1069,12
2922,662,-1066,8
2922,652,-1076,10
2922,673,-1081,10
2921,681,-1096,12
2921,683,-1110,8
2921,680,-1127,0
2921,695,-1147,0
2921,697,-1162,4
2921,659,-1155,2
2921,674,-1170,14
2920,565,-1085,2
2920,584,-1085,14
2922,575,-1071,14
2921,606,-1064,12
2921,621,-1062,8
2921,600,-1083,14
2920,611,-1095,8
2920,591,-1064,8
