WORD,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORD,,,,,,,,,,,,,,,,,,,,,,list,,list,DWORD,,,,,,int,DWORD,string,int,BYTE,WORD,int,int,char[20],char[20],char[20],char[20],int,int,action,action,action,action,int,int,int,int,int,float,,int,,action,action,action,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,名字,地区版本备注,是否测试道具,类型,武器类型,门派,道具等级,道具最高修炼等级,最低可装备等级,元神需求等级,伤害等级,默认品质,默认属性ID,默认打开属性个数,属性检索ID,分解ID,不生成DBID,是否套装装备,PK红名不可掉落,可交易,可存仓库,可销售,可丢弃,商城道具,道具自动使用效果,可删除,可锻造,使用方式,是否可数,初始个数,最大个数,是否消耗,"功能1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(使用时间 秒)",是否任务道具,是否唯一,是否双手武器,价值,点数,耐久度上限,使用条件,装备条件,拾取效果,表格用等级,装备执行,装备物理防御,火防御,水防御,毒防御,电防御,佛法防御,伤害吸收,装备Dps,装备招架,初始化数值,其他参数,其他参数2,其他参数3,魔石镶嵌等级,魔石镶嵌类型,道具使用时弹出对话框,法宝技能,法宝终极技能,法宝天赋,主法宝默认技能,技能前置开始动作,技能前置动作,技能前置动作,竞技场专用,释放类型,有益性,目标类型,目标限制,特殊作用,最大目标个数,最大目标距离,地面目标半径,前置时间,引导开始前自身临时执行,引导开始前目标临时执行,引导开始前自身执行,引导开始前目标执行,引导时间,引导次数,引导时自身临时执行,引导时目标临时执行,引导时自身执行,引导时目标执行,冷却时间,公共冷却时间,分组冷却Id,禁止行动时间,动作时间,爆击几率,特效几率,附加显示特殊系数,伤害属性类型,释放时自身临时执行,释放时目标临时执行,释放时自身执行,释放时目标执行,非有益技能是否计算伤害,实际伤害时间,最小最大伤害,参数2,图标,模型,蓝色模型,金色模型,加10模型,缩放比例,武器模型2,武器蓝色模型2,武器金色模型2,加10模型,是否带路径,武器link,坐骑+10特效,坐骑+10特效Link,武器1收起link点,武器link2,武器2收起link点,声音,场景特效,受击特效,受击特效link,不受攻击状态限制,,
ID,_name,,IsTestItem,m_Type,m_WeaponType,m_Party,m_ItemLevel,m_ItemMaxLevel,m_EquipNeedLevel,m_EquipNeedGodLevel,m_DamageLevel,DefaultColor,DefaultAttrib,DefaultAttribNum,Factor,DecomposeId,NoDBID,m_bSuit,m_bPkDropLock,m_bCanTrade,m_bCanBank,m_bCanShop,m_bCanDrop,m_bPointShop,m_BindBuff,m_bCanDelete,m_bCanSmithing,m_UseType,m_bCountable,m_InitCount,m_MaxCount,m_bConsume,TimeLimit,m_bTaskItem,m_bSingle,m_bBothHand,m_Value,m_CardPoints,m_MaxHardiness,m_pUseCondition,m_pEquipCondition,m_pPickAction,Level_TableUse,m_pEquipAction,m_pEquipPhyArmor,EquipArm_Fire,EquipArm_Wator,EquipArm_Poison,EquipArm_Light,EquipArm_Fo,m_pEquipDamageAbsorb,m_pEquipDps,m_pEquipParry,InitValue,OtherParam,OtherParam2,OtherParam3,GemmyLevel,GemmyType,strItemUseMessage,arrTrumpSkills,arrTrumpFinalSkills,arrTrumpTalents,m_TrumpAttackSkill,graph_PreStartPose,graph_PrePose,graph_EndPose,bDungeonOnly,ReleaseType,Benefit,TargetType,TargetCondition,Special,TargetCount,TargetRange,TargetRadius,PreTime,BeforeLoadingTmpSelf,BeforeLoadingTmpTarget,BeforeLoadingSelf,BeforeLoadingTarget,LoadingTime,LoadingCount,LoadingTmpSelf,LoadingTmpTarget,LoadingSelf,LoadingTarget,CDTime,PublicCDTime,TypeCDId,ForbiddenTime,PoseTime,CriticalRate,EffRate,AddtionShowParam,DmgType,LaunchTmpSelf,LaunchTmpTarget,LaunchSelf,LaunchTarget,NoDamage,RealDmgTime,DamageMinMax,graph_Param2,Icon,Model,Model_Blue,Model_Golden,Model_10,Scale_Value,Model2,Model_Blue2,Model_Golden2,Model2_10,m_bPath,weaponLink,ItemRiderEffect,ItemRiderEffectLink,weapon1DrawInLink,weaponLink2,weapon1DrawInLink2,m_Sound,graph_SceneEff,graph_HitEff,graph_HitEffLink,bNotCheckAttState,bcache,bPrePoseDrawInWeapon
10001,"Sky Blue Magic Bead",,,53,,5,,,,,,5,,,,,1,,1,0,1,,,1,,1,,2,0,1,1,1,,,,,83334,,900000,,,,,,,,,,,,,,,2;9,0.2,4,5,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,1000,1000,,,,,,,,,,,,,,,,ic_it6211,,,,,,,,,,,,,,,,,,,,,,0,
10002,"Jade Green Magic Bead",,,53,,5,,,,,,6,,,,,1,,1,0,1,,,1,,1,,2,0,1,1,1,,,,,250000,,900000,,,,,,,,,,,,,,,2;9,0.1,5,6,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,1000,1000,,,,,,,,,,,,,,,,ic_it6212,,,,,,,,,,,,,,,,,,,,,,0,
10003,"Plantium Magic Bead",,,53,,5,,,,,,7,,,,,1,,1,0,1,,,1,,1,,2,0,1,1,1,,,,,333500,,900000,,,,,,,,,,,,,,,2;9,0.005,6,7,,,,,,,,,,,,1,1,0,,,,,,,,,,,,,,,,,1000,1000,,,,,,,,,,,,,,,,ic_it6213,,,,,,,,,,,,,,,,,,,,,,0,
10004,"GM' Amulet",,,10,,5,,,,,,7,173,20,,,,,1,1,1,1,1,,,1,,1,,,,,,,,,3000,,3000,,,,,AddSpeedRate(3),8000,8000,8000,8000,8000,8000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_itxx7,,,,,,,,,,,,,,,,,,,,,,0,
10005,"GM' Ring",,,9,,5,,,,,,7,172,20,,,,,1,1,1,1,1,,,1,,1,,,,,,,,,3000,,3000,,,,,"AddSpeedRate(2);AddDmgRate(0,500);AddDmgRate(1,500);AddDmgRate(2,500);AddDmgRate(3,500);AddDmgRate(4,500);AddDmgRate(5,500);",40000,40000,40000,40000,40000,40000,40000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_itxx2,,,,,,,,,,,,,,,,,,,,,,0,
10006,"GM's Assistant",,,2,4,5,1,,1,,100,7,172,20,,,,,1,1,1,1,1,,,1,1,1,,,,,,,,,25000,,3000,,,,95,"AddSpeedRate(5);AddDmgRate(0,900);AddDmgRate(1,900);AddDmgRate(2,900);AddDmgRate(3,900);AddDmgRate(4,900);AddDmgRate(5,900);",40000,40000,40000,40000,40000,40000,40000,ItemGetWeaponDPS*1.08,ItemGetParry,,,,,,,,1419;1420;1421;1422;1423,1425;1426,,55,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_inec8,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000,"Set 70-80 Gear Purple (S) +20 (Wizard)",,,80,,5,,,1,,,7,,,,,,,1,1,1,0,0,,,1,1,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=6|i=30000;smL=20|i=30001;smL=20|i=30002;smL=20|i=30003;smL=20|i=30004;smL=20|i=30005;smL=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_m_pack81,,,,,,,,,,,,,,,,,,,,,,0,
8001,"Set 70-80 Gear Purple (S) +20 (Monk)",,,80,,5,,,1,,,7,,,,,,,1,1,1,0,0,,,1,1,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=6|i=30006;smL=20|i=30007;smL=20|i=30008;smL=20|i=30009;smL=20|i=30010;smL=20|i=30011;smL=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_m_pack81,,,,,,,,,,,,,,,,,,,,,,0,
8002,"Set 70-80 Gear Purple (S) +20 (Fairy)",,,80,,5,,,1,,,7,,,,,,,1,1,1,0,0,,,1,1,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=6|i=30012;smL=20|i=30013;smL=20|i=30014;smL=20|i=30015;smL=20|i=30016;smL=20|i=30017;smL=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_m_pack81,,,,,,,,,,,,,,,,,,,,,,0,
8003,"Set 70-80 Gear Purple (S) +20 (Assassin)",,,80,,5,,,1,,,7,,,,,,,1,1,1,0,0,,,1,1,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=6|i=30018;smL=20|i=30019;smL=20|i=30020;smL=20|i=30021;smL=20|i=30022;smL=20|i=30023;smL=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_m_pack81,,,,,,,,,,,,,,,,,,,,,,0,
8004,"Set 70-80 Gear Purple (S) +20 (Tamer)",,,80,,5,,,1,,,7,,,,,,,1,1,1,0,0,,,1,1,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=6|i=30024;smL=20|i=30025;smL=20|i=30026;smL=20|i=30027;smL=20|i=30028;smL=20|i=30029;smL=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_m_pack81,,,,,,,,,,,,,,,,,,,,,,0,
8005,"Set 60-70 Gear Purple +20 (Wizard)",,,80,,5,,,1,,,7,,,,,,,1,1,1,0,0,,,1,1,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=6|i=31000;smL=20|i=31001;smL=20|i=31002;smL=20|i=31003;smL=20|i=31004;smL=20|i=31005;smL=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_m_pack81,,,,,,,,,,,,,,,,,,,,,,0,
8006,"Set 60-70 Gear Purple +20 (Monk)",,,80,,5,,,1,,,7,,,,,,,1,1,1,0,0,,,1,1,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=6|i=31006;smL=20|i=31007;smL=20|i=31008;smL=20|i=31009;smL=20|i=31010;smL=20|i=31011;smL=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_m_pack81,,,,,,,,,,,,,,,,,,,,,,0,
8007,"Set 60-70 Gear Purple +20 (Fairy)",,,80,,5,,,1,,,7,,,,,,,1,1,1,0,0,,,1,1,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=6|i=31012;smL=20|i=31013;smL=20|i=31014;smL=20|i=31015;smL=20|i=31016;smL=20|i=31017;smL=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_m_pack81,,,,,,,,,,,,,,,,,,,,,,0,
8008,"Set 60-70 Gear Purple +20 (Assassin)",,,80,,5,,,1,,,7,,,,,,,1,1,1,0,0,,,1,1,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=6|i=31018;smL=20|i=31019;smL=20|i=31020;smL=20|i=31021;smL=20|i=31022;smL=20|i=31023;smL=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_m_pack81,,,,,,,,,,,,,,,,,,,,,,0,
8009,"Set 60-70 Gear Purple +20 (Tamer)",,,80,,5,,,1,,,7,,,,,,,1,1,1,0,0,,,1,1,2,,1,1,1,,,,,30,,,,,,,,,,,,,,,,,,v=1;s=6|i=31024;smL=20|i=31025;smL=20|i=31026;smL=20|i=31027;smL=20|i=31028;smL=20|i=31029;smL=20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_m_pack81,,,,,,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8010,Nhan,,,9,,5,30,,30,,,3,175,,,,,,,1,1,1,1,,,0,1,1,,,,,,,,,3000,,3000,,,,,"AddSpeedRate(0.1);AddDmgRate(0,10);AddDmgRate(1,10);AddDmgRate(2,10);AddDmgRate(3,10);AddDmgRate(4,10);AddDmgRate(5,10);AddDeltaCriticalDmg(0,0.1);AddDeltaCriticalDmg(1,0.1);AddDeltaCriticalDmg(2,0.1);AddDeltaCriticalDmg(3,0.1);AddDeltaCriticalDmg(4,0.1);AddDeltaCriticalDmg(5,0.1);AddDeltaDmgRate(0,-0.04);AddDeltaDmgRate(1,-0.04);AddDeltaDmgRate(2,-0.04);AddDeltaDmgRate(3,-0.04);AddDeltaDmgRate(4,-0.04);AddDeltaDmgRate(5,-0.04)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iring087,,,,,,,,,,,,,,,,,,,,,,0,
8011,Nhan,,,9,,5,30,,30,,,3,176,,,,,,,1,1,1,1,,,0,1,1,,,,,,,,,4000,,3000,,,,,"AddSpeedRate(0.1);AddDmgRate(0,10);AddDmgRate(1,10);AddDmgRate(2,10);AddDmgRate(3,10);AddDmgRate(4,10);AddDmgRate(5,10);AddDeltaCriticalDmg(0,0.1);AddDeltaCriticalDmg(1,0.1);AddDeltaCriticalDmg(2,0.1);AddDeltaCriticalDmg(3,0.1);AddDeltaCriticalDmg(4,0.1);AddDeltaCriticalDmg(5,0.1);AddDeltaDmgRate(0,-0.06);AddDeltaDmgRate(1,-0.06);AddDeltaDmgRate(2,-0.06);AddDeltaDmgRate(3,-0.06);AddDeltaDmgRate(4,-0.06);AddDeltaDmgRate(5,-0.06)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iring088,,,,,,,,,,,,,,,,,,,,,,0,
8012,Nhan,,,9,,5,30,,30,,,3,177,,,,,,,1,1,0,1,,,0,1,1,,,,,,,,,5000,,3000,,,,,"AddSpeedRate(0.1);AddDmgRate(0,10);AddDmgRate(1,10);AddDmgRate(2,10);AddDmgRate(3,10);AddDmgRate(4,10);AddDmgRate(5,10);AddDeltaCriticalDmg(0,0.1);AddDeltaCriticalDmg(1,0.1);AddDeltaCriticalDmg(2,0.1);AddDeltaCriticalDmg(3,0.1);AddDeltaCriticalDmg(4,0.1);AddDeltaCriticalDmg(5,0.1);AddDeltaDmgRate(0,-0.1);AddDeltaDmgRate(1,-0.1);AddDeltaDmgRate(2,-0.1);AddDeltaDmgRate(3,-0.1);AddDeltaDmgRate(4,-0.1);AddDeltaDmgRate(5,-0.1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iring089,,,,,,,,,,,,,,,,,,,,,,0,
8013,Phu,,,10,,5,30,,30,,,3,175,,,,,,,1,1,1,1,,,0,1,1,,,,,,,,,4500,,3000,,,,,"AddSpeedRate(0.1);AddDmgRate(0,10);AddDmgRate(1,10);AddDmgRate(2,10);AddDmgRate(3,10);AddDmgRate(4,10);AddDmgRate(5,10);AddDeltaCriticalDmg(0,0.1);AddDeltaCriticalDmg(1,0.1);AddDeltaCriticalDmg(2,0.1);AddDeltaCriticalDmg(3,0.1);AddDeltaCriticalDmg(4,0.1);AddDeltaCriticalDmg(5,0.1);AddDeltaDmgRate(0,-0.04);AddDeltaDmgRate(1,-0.04);AddDeltaDmgRate(2,-0.04);AddDeltaDmgRate(3,-0.04);AddDeltaDmgRate(4,-0.04);AddDeltaDmgRate(5,-0.04)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_inec101,,,,,,,,,,,,,,,,,,,,,,0,
8014,Phu,,,10,,5,30,,30,,,3,176,,,,,,,1,1,1,1,,,0,1,1,,,,,,,,,9000,,3000,,,,,"AddSpeedRate(0.1);AddDmgRate(0,10);AddDmgRate(1,10);AddDmgRate(2,10);AddDmgRate(3,10);AddDmgRate(4,10);AddDmgRate(5,10);AddDeltaCriticalDmg(0,0.1);AddDeltaCriticalDmg(1,0.1);AddDeltaCriticalDmg(2,0.1);AddDeltaCriticalDmg(3,0.1);AddDeltaCriticalDmg(4,0.1);AddDeltaCriticalDmg(5,0.1);AddDeltaDmgRate(0,-0.06);AddDeltaDmgRate(1,-0.06);AddDeltaDmgRate(2,-0.06);AddDeltaDmgRate(3,-0.06);AddDeltaDmgRate(4,-0.06);AddDeltaDmgRate(5,-0.06)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_inec102,,,,,,,,,,,,,,,,,,,,,,0,
